Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
BORQUEZ,24TRA104838,2098.0,29723.84,12946.74,16777.1,7.996711153479503,0.0
BORQUEZ,24TRA104839,2520.0,39091.5,10312.29,28779.21,11.420321428571429,0.0
BORQUEZ,24TRA104842,2340.0,37156.5,9356.49,27800.010000000002,11.880346153846155,0.0
BORQUEZ,24TRA104844,1980.0,31945.5,8135.83,23809.67,12.025085858585857,0.0
BORQUEZ,24TRA104845,2190.0,42907.5,9693.18,33214.32,15.166356164383561,0.0
BORQUEZ,24TRA104846,2430.0,34267.5,8145.25,26122.25,10.749897119341563,0.0
BORQUEZ,24TRA104848,2520.0,32814.0,8007.24,24806.760000000002,9.843952380952382,0.0
BORQUEZ,24TRA104849,1815.0,35145.0,7681.75,27463.25,15.131267217630853,0.0
BORQUEZ,24TRA104850,1829.0,31756.0,7460.900000000001,24295.1,13.283269546200108,0.0
BORQUEZ,24TRA104857,2520.0,37674.0,9845.74,27828.260000000002,11.042960317460318,0.0
BORQUEZ,24TRA104859,2100.0,44100.0,10040.0,34060.0,16.21904761904762,0.0
BORQUEZ,24TRA104866,1980.0,29601.0,6808.26,22792.739999999998,11.511484848484848,0.0
BORQUEZ,24TRA104867,1980.0,29601.0,7849.76,21751.239999999998,10.985474747474747,0.0
BORQUEZ,24TRA104868,1425.0,25578.75,6144.64,19434.11,13.637971929824563,0.0
BORQUEZ,24TRA104870,2340.0,14926.5,7576.66,7349.84,3.1409572649572652,0.0
BORQUEZ,24TRA104871,2215.0,44661.7,10327.210000000001,34334.49,15.500898419864559,0.0
BORQUEZ,24TRA104872,2520.0,34375.5,8637.41,25738.09,10.213527777777777,0.0
BORQUEZ,24TRA104873,2520.0,0.0,5648.5,-5648.5,-2.2414682539682538,-0.0
BORQUEZ,24TRA104874,1980.0,30393.0,7009.56,23383.44,11.809818181818182,0.0
BORQUEZ,24TRA104876,1800.0,0.0,4086.02,-4086.02,-2.270011111111111,-0.0
BORQUEZ,24TRA104878,2250.0,9373.5,7042.36,2331.1400000000003,1.0360622222222224,0.0
BORQUEZ,24TRA104879,1980.0,1192.5,3873.9,-2681.4,-1.3542424242424242,-0.0
BORQUEZ,24TRA104880,1980.0,0.0,4505.0,-4505.0,-2.275252525252525,-0.0
BORQUEZ,24TRA104882,2520.0,3865.5,5416.05,-1550.5500000000002,-0.6152976190476191,-0.0
BORQUEZ,24TRA104884,2520.0,6502.62,4283.52,2219.0999999999995,0.8805952380952379,0.0
BORQUEZ,24TRA104888,450.0,6907.5,1864.3200000000002,5043.18,11.207066666666668,0.0
